CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,EDGE_COUNT,MAINTENANCE_SEVERITY,HALSTEAD_EFFORT,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,PARAMETER_COUNT,HALSTEAD_CONTENT,NODE_COUNT,NUM_UNIQUE_OPERATORS,HALSTEAD_VOLUME,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,NUM_OPERATORS,HALSTEAD_DIFFICULTY,CYCLOMATIC_DENSITY,Defective
1,1,1,1.0,172.08,0.25,9.56,1,10.75,2,8,43.02,0,0.25,4,4,2,8,4.0,0.5,N
1,1,1,1.0,537.21,0.18,29.84,1,16.45,2,10,94.01,0,0.1,8,7,4,15,5.71,0.25,N
2,1,5,0.5,109.62,0.33,6.09,1,12.18,5,6,36.54,0,0.29,4,4,4,7,3.0,0.5,N
8,4,26,0.63,12669.33,0.04,703.85,1,18.74,20,20,487.28,3,0.2,39,15,18,56,26.0,0.4,N
2,2,9,0.5,2643.15,0.09,146.84,1,21.41,9,10,237.88,3,0.08,20,9,17,36,11.11,0.12,N
3,2,8,1.0,2476.9,0.08,137.61,1,15.99,7,14,199.04,1,0.13,16,9,17,28,12.44,0.17,N
4,3,17,0.75,6972.75,0.05,387.38,1,18.34,15,15,357.58,3,0.15,26,10,20,51,19.5,0.2,N
1,1,1,1.0,31.02,0.5,1.72,1,7.75,2,4,15.51,0,0.25,2,2,2,4,2.0,0.5,N
2,1,5,0.5,877.83,0.11,48.77,1,11.47,5,7,100.32,0,0.12,10,4,7,19,8.75,0.25,N
12,2,48,0.08,53214.67,0.02,2956.37,1,27.19,38,28,1202.86,1,0.2,79,25,34,131,44.24,0.31,N
1,1,1,1.0,0.0,0.0,0.0,1,0.0,2,1,0.0,0,0.13,0,0,1,1,0.0,1.0,N
3,2,8,1.0,2125.66,0.09,118.09,1,18.11,7,13,196.21,1,0.16,15,9,16,29,10.83,0.19,N
1,1,1,1.0,115.8,0.27,6.43,1,8.23,2,5,30.88,0,0.17,3,2,4,8,3.75,0.25,N
1,1,1,1.0,1716.57,0.09,95.37,0,15.39,2,13,162.52,0,0.09,13,8,6,24,10.56,0.14,N
3,2,12,0.33,3249.15,0.09,180.51,0,29.04,11,11,307.19,3,0.15,25,13,14,42,10.58,0.21,N
5,1,21,0.2,4608.33,0.09,256.01,1,33.86,18,14,395.0,3,0.19,30,18,12,49,11.67,0.42,N
1,1,3,1.0,2362.67,0.11,131.26,0,29.93,4,11,265.93,2,0.06,21,13,10,37,8.88,0.1,N
4,4,21,0.25,4293.21,0.09,238.51,1,31.77,19,15,369.31,6,0.11,31,20,19,41,11.63,0.18,N
2,2,8,0.5,269.58,0.33,14.98,0,29.95,8,6,89.86,2,0.18,9,9,9,14,3.0,0.22,N
1,1,2,1.0,513.85,0.18,28.55,0,15.74,3,10,89.92,1,0.17,8,7,4,14,5.71,0.25,N
2,2,5,0.5,308.4,0.19,17.13,0,10.58,5,9,57.11,1,0.33,6,5,4,9,5.4,0.5,N
3,3,16,0.33,6349.96,0.07,352.78,0,35.25,15,15,473.13,4,0.09,34,19,13,59,13.42,0.23,N
3,3,12,1.0,1368.13,0.12,76.01,1,18.69,11,11,159.91,3,0.15,14,9,15,23,8.56,0.2,N
5,3,18,0.8,2455.25,0.08,136.4,1,17.34,15,14,206.32,4,0.29,17,10,11,28,11.9,0.45,N
5,3,17,0.8,2112.7,0.08,117.37,1,12.5,14,14,162.52,3,0.36,13,7,9,24,13.0,0.56,N
4,2,14,0.75,9367.25,0.04,520.4,1,17.71,12,20,407.27,1,0.19,23,10,12,60,23.0,0.33,N
4,4,14,1.0,620.48,0.21,34.47,2,26.93,12,8,129.27,3,0.36,12,10,7,19,4.8,0.44,N
3,2,10,0.33,1406.67,0.11,78.15,1,17.72,9,14,157.89,1,0.19,14,11,13,20,8.91,0.23,N
6,3,20,1.0,8574.62,0.05,476.37,3,20.33,16,25,417.55,2,0.23,23,14,20,56,20.54,0.27,N
3,3,9,0.33,4925.8,0.05,273.66,1,13.24,8,18,255.41,2,0.23,15,7,8,40,19.29,0.38,N
1,1,3,1.0,3329.48,0.1,184.97,1,34.52,4,11,339.0,2,0.07,25,14,11,48,9.82,0.09,N
3,1,8,0.33,7675.23,0.04,426.4,2,10.53,7,18,284.27,1,0.2,18,6,9,44,27.0,0.33,N
2,1,7,0.5,2002.0,0.07,111.22,3,9.79,7,11,140.0,1,0.25,13,5,6,22,14.3,0.33,N
7,6,21,1.0,4724.35,0.06,262.46,0,18.23,16,14,293.44,4,0.39,23,10,14,41,16.1,0.5,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
2,1,6,0.5,592.07,0.13,32.89,2,9.25,6,8,74.01,0,0.25,10,5,6,10,8.0,0.33,N
2,1,5,0.5,312.22,0.18,17.35,3,9.87,5,9,55.51,0,0.29,5,4,5,10,5.63,0.4,N
1,1,1,1.0,264.0,0.25,14.67,3,16.5,2,4,66.0,0,0.17,8,4,4,14,4.0,0.25,N
2,1,6,0.5,1570.53,0.08,87.25,2,10.05,6,10,125.64,0,0.17,10,4,10,23,12.5,0.2,N
2,1,6,0.5,2578.55,0.05,143.25,1,6.45,6,12,128.93,0,0.15,10,3,11,23,20.0,0.18,N
2,1,5,0.5,139.52,0.29,7.75,3,11.39,5,7,39.86,0,0.4,3,3,3,9,3.5,0.67,N
2,2,9,0.5,2912.11,0.07,161.78,2,15.26,9,13,210.83,2,0.1,17,8,13,31,13.81,0.15,N
2,1,6,0.5,119.59,0.33,6.64,0,13.29,6,6,39.86,0,2.0,4,4,0,8,3.0,1.0,N
2,1,6,0.5,152.16,0.25,8.45,0,9.51,6,6,38.04,0,2.0,4,3,0,8,4.0,1.0,N
2,1,6,0.5,152.16,0.25,8.45,0,9.51,6,6,38.04,0,2.0,4,3,0,8,4.0,1.0,N
2,1,6,0.5,152.16,0.25,8.45,0,9.51,6,6,38.04,0,2.0,4,3,0,8,4.0,1.0,N
2,1,6,0.5,152.16,0.25,8.45,0,9.51,6,6,38.04,0,2.0,4,3,0,8,4.0,1.0,N
2,1,6,0.5,119.59,0.33,6.64,0,13.29,6,6,39.86,0,2.0,4,4,0,8,3.0,1.0,N
1,1,2,1.0,3395.18,0.06,188.62,1,12.15,3,13,203.13,1,0.09,18,7,8,29,16.71,0.13,N
3,1,9,1.0,19171.54,0.04,1065.09,1,28.29,8,17,736.48,1,0.18,49,16,15,97,26.03,0.2,N
4,1,10,1.0,2628.09,0.08,146.01,1,17.43,8,13,214.05,0,0.36,17,9,9,31,12.28,0.44,N
2,1,5,0.5,286.08,0.24,15.89,2,16.21,5,7,68.11,0,0.33,6,5,5,13,4.2,0.4,N
3,3,14,0.33,1027.49,0.12,57.08,1,15.41,13,7,125.81,4,0.21,14,6,12,20,8.17,0.25,N
4,1,14,0.25,25622.15,0.04,1423.45,1,32.68,12,18,915.08,0,0.14,56,18,25,121,28.0,0.16,N
5,2,22,0.2,7000.82,0.05,388.93,4,17.34,19,13,348.46,1,0.25,34,11,18,42,20.09,0.28,N
6,2,25,0.83,9823.92,0.05,545.77,4,20.3,21,13,446.54,1,0.24,44,13,23,51,22.0,0.26,N
16,5,49,0.06,197911.74,0.01,10995.1,1,39.65,35,33,2801.15,3,0.2,167,39,63,287,70.65,0.22,N
1,1,1,1.0,899.21,0.1,49.96,2,8.77,2,9,88.81,0,0.09,9,4,8,15,10.13,0.13,N
1,1,1,1.0,487.35,0.16,27.07,2,12.99,2,7,79.57,0,0.13,7,4,7,16,6.13,0.14,N
1,1,1,1.0,777.94,0.14,43.22,3,15.88,2,7,111.13,0,0.11,10,5,8,21,7.0,0.13,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,4,1.0,24261.43,0.03,1347.86,1,22.57,5,18,740.0,3,0.03,51,14,25,97,32.79,0.04,N
3,1,11,0.33,10341.88,0.03,574.55,1,12.3,10,18,356.62,1,0.13,29,9,11,46,29.0,0.25,N
1,1,2,1.0,1419.65,0.08,78.87,0,9.86,3,8,118.3,1,0.09,12,4,7,21,12.0,0.14,N
13,6,56,0.08,46370.6,0.02,2576.14,2,21.29,45,21,993.66,4,0.23,80,18,40,108,46.67,0.33,N
19,12,65,0.21,93527.72,0.02,5195.98,1,30.56,48,38,1690.56,5,0.15,99,34,82,175,55.32,0.23,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
5,2,17,0.2,10668.04,0.04,592.67,1,16.62,14,19,421.11,1,0.19,32,12,9,53,25.33,0.42,N
5,1,13,1.0,6261.4,0.05,347.86,2,12.68,10,20,281.76,0,0.16,20,9,12,38,22.22,0.42,N
1,1,1,1.0,72.0,0.33,4.0,1,8.0,2,6,24.0,0,0.2,2,2,2,6,3.0,0.5,N
2,1,6,0.5,3030.7,0.07,168.37,1,13.47,6,14,202.05,0,0.29,15,7,5,31,15.0,0.4,N
3,1,10,0.33,10456.24,0.04,580.9,0,17.36,9,19,426.06,1,0.19,31,12,10,55,24.54,0.3,N
1,1,1,1.0,12.0,0.67,0.67,2,5.33,2,3,8.0,0,0.2,1,1,2,3,1.5,0.5,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
3,1,10,0.33,944.2,0.12,52.46,2,13.87,9,11,114.45,0,0.2,9,6,8,19,8.25,0.38,N
1,1,1,1.0,72.0,0.33,4.0,1,8.0,2,6,24.0,0,0.2,2,2,2,6,3.0,0.5,N
5,5,25,0.2,17749.77,0.05,986.1,0,51.13,22,24,952.67,12,0.06,59,38,46,101,18.63,0.1,N
1,1,5,1.0,943.04,0.22,52.39,0,44.27,6,5,204.33,1,0.08,24,13,10,25,4.62,0.1,N
7,1,15,0.14,11297.51,0.03,627.64,3,11.6,10,19,361.93,0,0.3,23,7,10,54,31.21,0.41,N
7,1,15,0.14,11297.51,0.03,627.64,3,11.6,10,19,361.93,0,0.3,23,7,10,54,31.21,0.41,N
7,1,15,0.14,11297.51,0.03,627.64,3,11.6,10,19,361.93,0,0.3,23,7,10,54,31.21,0.41,N
17,7,60,0.35,183341.27,0.01,10185.63,1,28.06,45,26,2268.34,2,0.11,143,23,86,261,80.83,0.17,N
6,2,17,0.17,29158.95,0.03,1619.94,1,27.09,13,26,888.73,2,0.1,53,21,38,107,32.81,0.15,N
11,5,34,0.27,66844.92,0.02,3713.61,1,18.57,25,36,1114.08,4,0.17,70,21,39,121,60.0,0.24,N
21,12,72,0.05,246186.04,0.01,13677.0,2,22.65,53,27,2361.5,4,0.16,139,18,84,291,104.25,0.21,N
2,2,9,0.5,3448.99,0.07,191.61,1,15.43,9,13,230.7,1,0.17,23,10,9,28,14.95,0.22,N
2,1,5,0.5,1875.31,0.06,104.18,2,7.33,5,12,117.21,0,0.18,8,3,9,22,16.0,0.22,N
1,1,2,1.0,36.19,0.5,2.0,0,9.05,3,4,18.09,1,0.17,2,2,2,5,2.0,0.33,N
1,1,5,1.0,253.82,0.36,14.1,1,32.9,6,5,91.38,4,0.02,10,9,4,14,2.78,0.1,N
1,1,5,1.0,253.82,0.36,14.1,1,32.9,6,5,91.38,4,0.02,10,9,4,14,2.78,0.1,N
1,1,4,1.0,133.22,0.5,7.4,2,33.3,5,4,66.61,3,0.0,9,9,3,9,2.0,0.14,N
1,1,4,1.0,133.22,0.5,7.4,2,33.3,5,4,66.61,3,0.0,9,9,3,9,2.0,0.14,N
3,1,11,0.33,872.67,0.15,48.48,0,19.97,10,7,132.0,0,0.13,17,9,8,16,6.61,0.38,N
10,5,35,0.6,8269.85,0.05,459.44,3,19.75,27,14,404.17,3,0.67,38,13,13,47,20.46,0.77,N
4,2,17,0.25,8562.11,0.05,475.67,0,21.41,15,11,428.11,2,0.1,40,11,25,56,20.0,0.15,N
12,5,48,0.08,36231.7,0.04,2012.87,0,50.06,38,25,1346.79,8,0.23,99,46,42,120,26.9,0.27,N
6,4,22,0.67,9323.4,0.05,517.97,2,26.34,18,14,495.6,4,0.19,43,16,24,58,18.81,0.25,N
6,5,28,0.17,8053.59,0.06,447.42,0,26.43,24,12,461.4,4,0.15,32,11,18,70,17.45,0.33,N
7,6,31,0.86,10774.31,0.05,598.57,0,28.97,26,15,558.67,4,0.17,36,14,19,79,19.29,0.37,N
2,2,5,0.5,562.94,0.18,31.27,3,17.79,5,10,100.08,1,0.18,9,8,7,15,5.63,0.29,N
2,2,7,0.5,1979.11,0.14,109.95,1,36.8,7,12,269.88,2,0.13,22,18,12,33,7.33,0.17,N
2,2,6,0.5,668.57,0.16,37.14,1,16.18,6,9,104.0,2,0.13,10,7,9,16,6.43,0.22,N
3,3,11,0.33,408.65,0.29,22.7,0,33.36,10,7,116.76,3,0.18,11,11,10,17,3.5,0.3,N
1,1,1,1.0,107.96,0.4,6.0,0,17.27,2,5,43.19,0,0.2,5,5,3,8,2.5,0.33,N
3,2,11,0.33,5012.38,0.06,278.47,2,20.38,10,15,319.63,1,0.16,23,11,16,45,15.68,0.19,N
22,20,63,0.05,60570.79,0.02,3365.04,0,35.98,43,26,1476.21,3,0.34,101,32,46,151,41.03,0.48,N
11,5,45,0.09,24023.97,0.05,1334.67,0,55.47,36,17,1154.42,5,0.11,71,29,52,138,20.81,0.19,N
10,5,40,0.1,17351.18,0.05,963.95,0,47.86,32,17,911.3,5,0.11,56,25,41,113,19.04,0.21,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
2,2,6,0.5,694.29,0.16,38.57,1,16.8,6,9,108.0,1,0.17,10,7,10,17,6.43,0.2,N
2,2,5,0.5,1169.17,0.13,64.95,1,20.79,5,12,155.89,1,0.2,15,12,7,19,7.5,0.29,N
2,2,6,0.5,2091.78,0.1,116.21,1,19.98,6,14,204.46,2,0.18,19,13,8,24,10.23,0.25,N
2,2,5,0.5,272.43,0.19,15.14,0,9.88,5,7,51.89,1,0.22,6,4,5,9,5.25,0.4,N
2,1,6,0.5,380.74,0.2,21.15,0,15.23,6,7,76.15,0,0.25,10,7,5,10,5.0,0.4,N
2,2,6,0.5,2140.43,0.1,118.91,1,20.45,6,14,209.22,2,0.18,19,13,8,25,10.23,0.25,N
3,2,21,0.33,18434.83,0.05,1024.16,1,52.91,20,16,987.58,10,0.06,63,27,35,119,18.67,0.08,N
3,2,11,0.33,1110.22,0.09,61.68,0,9.52,10,9,102.8,1,0.2,12,5,12,15,10.8,0.25,N
1,1,4,1.0,1333.23,0.1,74.07,0,14.02,5,9,136.74,1,0.07,13,6,7,22,9.75,0.14,N
27,21,113,0.41,184399.83,0.02,10244.44,0,82.59,88,37,3902.39,11,0.15,212,83,145,353,47.25,0.18,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,0.33,0,0,1,1,0.0,1.0,N
1,1,3,1.0,615.75,0.16,34.21,0,15.03,4,8,96.21,2,0.14,8,5,4,18,6.4,0.25,N
4,2,16,0.25,5795.02,0.05,321.95,0,16.48,14,15,309.07,2,0.2,30,12,12,35,18.75,0.31,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,0.13,0,0,1,1,0.0,1.0,N
1,1,3,1.0,46.53,0.5,2.58,0,11.63,4,3,23.26,1,0.2,4,3,3,5,2.0,0.33,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,0.25,0,0,1,1,0.0,1.0,N
1,1,2,1.0,157.4,0.29,8.74,0,12.85,3,7,44.97,1,0.2,4,4,1,9,3.5,0.5,N
2,2,5,0.5,1105.39,0.13,61.41,1,18.96,5,12,144.75,1,0.25,14,11,6,18,7.64,0.33,N
2,1,6,0.5,487.55,0.13,27.09,1,7.62,6,8,60.94,0,0.25,8,4,5,9,8.0,0.4,N
2,1,8,0.5,7840.29,0.04,435.57,0,15.49,8,15,348.46,1,0.11,27,9,12,49,22.5,0.17,N
10,6,45,0.8,59183.26,0.03,3287.96,3,64.06,37,21,1947.15,4,0.14,110,38,37,221,30.39,0.26,N
2,1,5,0.5,172.08,0.25,9.56,3,10.75,5,8,43.02,0,0.33,4,4,4,8,4.0,0.5,N
2,1,6,0.5,1188.0,0.09,66.0,3,9.82,6,11,108.0,1,0.11,10,5,7,17,11.0,0.29,N
1,1,1,1.0,31.02,0.5,1.72,1,7.75,2,4,15.51,0,0.25,2,2,2,4,2.0,0.5,N
1,1,2,1.0,164.84,0.25,9.16,1,10.3,3,6,41.21,1,0.14,4,3,4,9,4.0,0.25,N
4,2,13,0.25,4466.71,0.05,248.15,1,11.75,11,15,229.06,1,0.13,13,5,19,40,19.5,0.21,N
7,2,19,0.71,3172.85,0.08,176.27,2,22.03,14,16,264.4,1,0.39,18,12,13,37,12.0,0.44,N
1,1,2,1.0,152.16,0.25,8.45,1,9.51,3,6,38.04,1,0.2,4,3,3,8,4.0,0.33,N
1,1,2,1.0,575.67,0.16,31.98,1,14.5,3,9,91.38,1,0.14,7,5,5,17,6.3,0.2,N
2,2,6,0.5,232.53,0.21,12.92,1,10.68,6,7,49.83,2,0.29,4,3,5,11,4.67,0.4,N
14,5,42,0.64,51485.85,0.02,2860.32,1,26.59,30,22,1170.13,2,0.3,80,20,37,137,44.0,0.34,N
1,1,1,1.0,415.13,0.15,23.06,1,9.34,2,8,62.27,0,0.17,5,3,4,13,6.67,0.25,N
2,1,7,0.5,7238.42,0.03,402.13,1,7.45,7,11,232.25,1,0.13,17,3,5,44,31.17,0.22,N
6,5,19,0.17,16653.5,0.04,925.19,1,21.63,15,21,600.13,3,0.15,37,14,26,80,27.75,0.22,N
6,4,19,0.5,21496.55,0.03,1194.25,1,19.74,15,24,651.41,3,0.16,33,12,30,93,33.0,0.18,N
2,1,7,0.5,2825.31,0.07,156.96,1,12.8,7,13,190.16,2,0.08,16,7,7,28,14.86,0.17,N
4,2,13,0.25,2771.94,0.06,154.0,1,10.18,11,11,168.0,1,0.27,12,4,11,31,16.5,0.36,N
2,2,5,0.5,553.51,0.13,30.75,1,8.65,5,8,69.19,1,0.29,6,3,4,14,8.0,0.5,N
4,2,15,0.25,4481.73,0.07,248.98,1,19.92,13,12,298.78,2,0.18,25,10,10,42,15.0,0.36,N
16,12,57,0.5,119157.6,0.02,6619.87,1,41.54,43,36,2224.71,11,0.16,122,41,81,233,53.56,0.19,N
6,1,19,0.83,6324.94,0.03,351.39,3,7.63,15,16,219.62,0,0.35,18,5,10,32,28.8,0.55,N
1,1,2,1.0,4692.33,0.07,260.69,2,22.1,3,17,322.02,1,0.05,24,14,11,41,14.57,0.08,N
2,1,7,0.5,12086.9,0.04,671.49,2,18.37,7,19,471.22,1,0.13,27,10,12,70,25.65,0.17,N
3,2,10,1.0,20753.19,0.03,1152.95,2,22.1,9,22,677.26,3,0.12,39,14,21,92,30.64,0.14,N
2,1,6,0.5,16880.93,0.04,937.83,2,27.56,6,18,682.06,1,0.04,33,12,21,106,24.75,0.09,N
2,1,6,0.5,8858.36,0.04,492.13,2,16.75,6,18,385.15,1,0.12,23,9,13,58,23.0,0.15,N
4,1,11,0.75,2245.01,0.07,124.72,1,11.77,9,17,162.53,0,0.33,13,8,7,22,13.81,0.44,N
3,3,14,0.33,10951.11,0.06,608.4,0,37.4,13,14,640.0,4,0.07,44,18,21,84,17.11,0.14,N
1,1,1,1.0,36.19,0.5,2.0,1,9.05,2,4,18.09,0,0.17,2,2,2,5,2.0,0.33,N
1,1,2,1.0,288.46,0.14,16.03,1,5.89,3,7,41.21,1,0.25,4,2,2,9,7.0,0.5,N
3,2,13,0.33,102930.76,0.03,5718.38,0,76.19,12,23,2800.46,4,0.03,163,51,62,288,36.75,0.05,N
1,1,3,1.0,484.32,0.14,26.91,0,9.88,4,7,69.19,1,0.13,8,4,5,12,7.0,0.2,N
2,1,5,0.5,1719.1,0.04,95.51,1,3.4,5,9,76.4,0,0.33,5,1,4,18,22.5,0.5,N
3,1,11,0.33,11416.47,0.06,634.25,0,35.24,10,18,634.25,1,0.09,42,21,19,78,18.0,0.16,N
1,1,1,1.0,497.34,0.16,27.63,0,12.14,2,8,77.71,0,0.07,8,5,7,13,6.4,0.14,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
6,2,30,0.17,22757.22,0.04,1264.29,1,43.73,26,20,997.58,3,0.05,73,32,51,102,22.81,0.12,N
6,1,26,0.17,18281.28,0.04,1015.63,0,35.17,22,20,801.81,4,0.1,57,25,26,89,22.8,0.23,N
4,1,12,0.75,1997.07,0.08,110.95,1,14.06,10,11,167.59,0,0.24,13,6,12,28,11.92,0.31,N
16,11,71,0.25,239416.59,0.01,13300.92,2,52.69,57,31,3551.81,10,0.11,187,43,89,385,67.41,0.17,N
4,1,14,0.25,6746.24,0.05,374.79,1,15.86,12,11,327.09,0,0.2,30,8,17,47,20.63,0.24,N
6,2,24,0.17,12541.67,0.03,696.76,2,14.74,20,20,430.0,2,0.15,35,12,23,51,29.17,0.25,N
3,3,10,0.33,3297.36,0.09,183.19,1,24.93,9,13,286.73,2,0.18,23,13,9,38,11.5,0.33,N
1,1,2,1.0,9216.43,0.04,512.02,0,17.75,3,11,404.48,1,0.05,29,7,16,68,22.79,0.06,N
7,1,31,0.14,3900.44,0.06,216.69,0,13.5,26,6,229.44,0,0.5,34,6,9,30,17.0,0.7,N
10,4,38,0.1,28975.86,0.04,1609.77,0,37.58,30,19,1043.45,2,0.13,76,26,48,114,27.77,0.2,N
3,3,13,0.33,2523.1,0.14,140.17,0,46.31,12,10,341.84,4,0.05,31,21,9,38,7.38,0.3,N
1,1,1,1.0,1461.18,0.09,81.18,2,12.08,2,10,132.83,0,0.09,11,5,8,23,11.0,0.13,N
6,5,25,0.17,5117.89,0.09,284.33,0,37.83,21,13,440.0,7,0.11,34,19,28,54,11.63,0.21,N
3,1,10,0.33,8879.54,0.04,493.31,1,16.3,9,15,380.55,0,0.1,28,9,19,55,23.33,0.14,N
2,1,6,0.5,180.0,0.17,10.0,2,5.0,6,6,30.0,0,0.5,4,2,2,6,6.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
5,4,21,0.2,3513.33,0.07,195.19,0,17.51,18,10,248.0,2,0.31,17,6,12,45,14.17,0.42,N
1,1,2,1.0,539.15,0.17,29.95,0,14.98,3,10,89.86,1,0.13,6,5,5,17,6.0,0.2,N
2,2,6,0.5,944.2,0.12,52.46,0,13.87,6,11,114.45,1,0.2,9,6,7,19,8.25,0.29,N
1,1,2,1.0,374.67,0.18,20.81,0,11.84,3,9,66.61,1,0.17,5,4,4,13,5.63,0.25,N
1,1,2,1.0,583.33,0.17,32.4,0,17.14,3,10,100.0,1,0.08,7,6,10,18,5.83,0.1,N
4,3,16,0.25,2080.0,0.09,115.56,0,17.72,14,10,192.0,2,0.31,13,6,10,35,10.83,0.4,N
5,4,21,0.2,3513.33,0.07,195.19,0,17.51,18,10,248.0,2,0.33,17,6,12,45,14.17,0.42,N
2,1,6,0.5,961.25,0.15,53.4,0,20.44,6,12,140.18,1,0.22,8,7,7,25,6.86,0.29,N
2,1,6,0.5,319.82,0.25,17.77,0,19.99,6,8,79.95,1,0.22,6,6,7,15,4.0,0.29,N
2,1,6,0.5,342.66,0.22,19.04,0,16.92,6,9,76.15,1,0.22,5,5,7,15,4.5,0.29,N
13,6,40,0.92,12571.87,0.05,698.44,0,34.83,29,19,661.68,6,0.34,32,16,36,97,19.0,0.36,N
2,1,6,0.5,325.53,0.22,18.08,0,16.07,6,9,72.34,1,0.22,5,5,6,14,4.5,0.33,N
3,2,11,0.33,2141.25,0.1,118.96,0,22.52,10,13,219.62,2,0.25,12,8,10,38,9.75,0.3,N
5,4,21,0.2,3513.33,0.07,195.19,0,17.51,18,10,248.0,2,0.33,17,6,12,45,14.17,0.42,N
4,3,16,0.25,2080.0,0.09,115.56,0,17.72,14,10,192.0,2,0.31,13,6,10,35,10.83,0.4,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.27,9,6,8,25,7.5,0.38,N
3,2,11,0.33,1195.51,0.11,66.42,0,14.76,10,10,132.83,1,0.27,9,5,8,25,9.0,0.38,N
2,1,6,0.5,325.53,0.22,18.08,0,16.07,6,9,72.34,1,0.18,5,5,4,14,4.5,0.5,N
2,1,6,0.5,325.53,0.22,18.08,0,16.07,6,9,72.34,1,0.18,5,5,4,14,4.5,0.5,N
3,3,8,0.33,2384.98,0.08,132.5,0,14.48,7,14,185.84,2,0.16,11,6,11,32,12.83,0.27,N
9,6,32,0.11,24470.36,0.03,1359.46,0,18.12,25,21,665.86,3,0.15,42,12,30,90,36.75,0.3,N
4,2,14,0.25,3316.34,0.06,184.24,0,13.06,12,15,208.08,2,0.19,17,8,12,29,15.94,0.33,N
4,3,16,0.25,2917.2,0.07,162.07,0,14.27,14,11,204.0,1,0.27,13,5,8,38,14.3,0.5,N
10,6,38,0.1,14784.08,0.04,821.34,0,26.68,30,17,628.08,5,0.22,36,13,23,92,23.54,0.37,N
6,5,26,0.17,7484.4,0.04,415.8,0,14.03,22,11,324.0,1,0.32,21,5,12,60,23.1,0.5,N
2,1,6,0.5,266.43,0.25,14.8,0,16.65,6,8,66.61,1,0.18,5,5,4,13,4.0,0.5,N
1,1,21,1.0,4584.96,0.06,254.72,0,16.51,18,15,275.1,2,0.05,20,9,11,40,16.67,0.07,N
5,4,21,0.2,3177.45,0.09,176.52,0,23.26,18,11,271.87,4,0.29,17,8,10,47,11.69,0.5,N
4,3,16,0.25,2581.57,0.08,143.42,0,18.18,14,11,216.64,2,0.24,13,6,11,40,11.92,0.36,N
6,5,26,0.17,5320.0,0.06,295.56,0,17.37,22,10,304.0,2,0.32,21,6,12,55,17.5,0.5,N
3,2,11,0.33,1180.25,0.12,65.57,0,17.34,10,11,143.06,2,0.23,9,6,6,26,8.25,0.5,N
2,1,6,0.5,325.53,0.22,18.08,0,16.07,6,9,72.34,1,0.18,5,5,4,14,4.5,0.5,N
4,3,16,0.25,2917.2,0.07,162.07,0,14.27,14,11,204.0,1,0.27,13,5,8,38,14.3,0.5,N
3,2,11,0.33,1180.25,0.12,65.57,0,17.34,10,11,143.06,2,0.23,9,6,6,26,8.25,0.5,N
3,2,11,0.33,1513.68,0.12,84.09,0,20.26,10,11,175.14,2,0.21,11,7,7,31,8.64,0.43,N
4,3,16,0.25,1821.84,0.11,101.21,0,21.13,14,10,196.2,3,0.27,13,7,8,35,9.29,0.5,N
4,3,16,0.25,2435.45,0.08,135.3,0,17.15,14,11,204.37,2,0.27,13,6,8,37,11.92,0.5,N
10,7,38,0.1,19806.66,0.03,1100.37,0,23.15,30,18,677.15,4,0.2,39,12,28,99,29.25,0.32,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.27,13,7,8,36,10.21,0.5,N
13,12,61,0.08,19924.88,0.05,1106.94,0,42.71,50,12,922.45,7,0.33,54,15,28,140,21.6,0.45,N
5,4,21,0.2,3077.28,0.08,170.96,0,20.87,18,10,253.42,3,0.29,17,7,10,45,12.14,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
